x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.4492728114128113,0.8505265116691589,5.122873858454113e-07,0.5287009477615356,0.8151959776878357,-0.01327761821448803,0.5775464773178101,0.7341829538345337,-0.008523640222847462,0.6075812578201294,0.6689989566802979,-0.005335764028131962,0.6331154108047485,0.6234566569328308,-0.00048501839046366513,0.5224357843399048,0.606626033782959,0.03113166056573391,0.5482285022735596,0.5333353877067566,0.03655967488884926,0.5642693638801575,0.48453205823898315,0.0348246768116951,0.5757971405982971,0.448093056678772,0.03311271592974663,0.4788980782032013,0.591005802154541,0.03074060194194317,0.4943263828754425,0.5031333565711975,0.042837873101234436,0.5044494271278381,0.4510929584503174,0.04576316848397255,0.5135660767555237,0.40892159938812256,0.04716048017144203,0.43688085675239563,0.5931962728500366,0.02426137775182724,0.4409814774990082,0.5072762966156006,0.029174335300922394,0.44806456565856934,0.45655331015586853,0.027867911383509636,0.4558470845222473,0.41401296854019165,0.026157259941101074,0.39262789487838745,0.610294759273529,0.014545527286827564,0.37240588665008545,0.54071444272995,0.013458874076604843,0.3640660345554352,0.4920141100883484,0.012498388066887856,0.36230313777923584,0.4460894763469696,0.012328396551311016
